Number of Hidden Layers, Number of Nodes per Hidden Layer, Activation function, learning rate, accuracy
4,18,ReLU,1.3,0.5494367959949937
4,18,Sigmoid,1.4000000000000001,0.5394242803504381
4,18,Sigmoid,1.5000000000000002,0.623279098873592
4,18,Sigmoid,1.6000000000000003,0.42052565707133915
4,18,Sigmoid,1.7000000000000004,0.6570713391739674
4,18,Sigmoid,1.8000000000000005,0.6658322903629537
4,18,Sigmoid,1.9000000000000006,0.655819774718398
4,18,Sigmoid,2.0000000000000004,0.590738423028786
4,18,Sigmoid,2.1000000000000005,0.3566958698372966
4,18,Softmax,3.0000000000000013,0.3566958698372966
4,18,Softmax,3.1000000000000014,0.32916145181476847
4,18,Softmax,3.2000000000000015,0.3141426783479349
4,18,Softmax,3.3000000000000016,0.32916145181476847
4,18,Softmax,3.4000000000000017,0.3141426783479349
4,18,Softmax,3.5000000000000018,0.3566958698372966
4,18,Softmax,3.600000000000002,0.3566958698372966
4,18,Softmax,3.700000000000002,0.32916145181476847
4,18,Tanh,2.2000000000000006,0.3992490613266583
4,18,Tanh,2.3000000000000007,0.39173967459324155
4,18,Tanh,2.400000000000001,0.32916145181476847
4,18,Tanh,2.500000000000001,0.3617021276595745
4,18,Tanh,2.600000000000001,0.327909887359199
4,18,Tanh,2.700000000000001,0.360450563204005
4,18,Tanh,2.800000000000001,0.3566958698372966
4,18,Tanh,2.9000000000000012,0.32040050062578224
4,19,ReLU,0.6,0.5494367959949937
4,19,ReLU,0.7,0.5869837296620776
4,19,ReLU,0.7999999999999999,0.5707133917396746
4,19,ReLU,0.8999999999999999,0.571964956195244
4,19,ReLU,0.9999999999999999,0.5644555694618273
4,19,ReLU,1.0999999999999999,0.5106382978723404
4,19,ReLU,1.2,0.5882352941176471
4,19,ReLU,1.3,0.5544430538172715
4,19,Sigmoid,1.4000000000000001,0.6670838548185232
4,19,Sigmoid,1.5000000000000002,0.6608260325406758
4,19,Sigmoid,1.6000000000000003,0.32916145181476847
4,19,Sigmoid,1.7000000000000004,0.32916145181476847
4,19,Sigmoid,1.8000000000000005,0.6282853566958698
4,19,Sigmoid,1.9000000000000006,0.5669586983729662
4,19,Sigmoid,2.0000000000000004,0.6320400500625782
4,19,Sigmoid,2.1000000000000005,0.6608260325406758
4,19,Softmax,3.0000000000000013,0.32916145181476847
4,19,Softmax,3.1000000000000014,0.3141426783479349
4,19,Softmax,3.2000000000000015,0.32916145181476847
4,19,Softmax,3.3000000000000016,0.3566958698372966
4,19,Softmax,3.4000000000000017,0.32916145181476847
4,19,Softmax,3.5000000000000018,0.32916145181476847
4,19,Softmax,3.600000000000002,0.32916145181476847
4,19,Softmax,3.700000000000002,0.3141426783479349
4,19,Tanh,2.2000000000000006,0.3479349186483104
4,19,Tanh,2.3000000000000007,0.3579474342928661
4,19,Tanh,2.400000000000001,0.35168961201501875
4,19,Tanh,2.500000000000001,0.3404255319148936
4,19,Tanh,2.600000000000001,0.32665832290362956
4,19,Tanh,2.700000000000001,0.31289111389236546
4,19,Tanh,2.800000000000001,0.31038798498122655
4,19,Tanh,2.9000000000000012,0.36295369211514394
4,20,ReLU,0.6,0.639549436795995
4,20,ReLU,0.7,0.5556946182728411
4,20,ReLU,0.7999999999999999,0.5919899874843555
4,20,ReLU,0.8999999999999999,0.5682102628285357
4,20,ReLU,0.9999999999999999,0.5882352941176471
4,20,ReLU,1.0999999999999999,0.5531914893617021
4,20,ReLU,1.2,0.5043804755944932
4,20,ReLU,1.3,0.5644555694618273
4,20,Sigmoid,1.4000000000000001,0.45807259073842305
4,20,Sigmoid,1.5000000000000002,0.60450563204005
4,20,Sigmoid,1.6000000000000003,0.5982478097622027
4,20,Sigmoid,1.7000000000000004,0.590738423028786
4,20,Sigmoid,1.8000000000000005,0.5919899874843555
4,20,Sigmoid,1.9000000000000006,0.5381727158948686
4,20,Sigmoid,2.0000000000000004,0.4668335419274093
4,20,Sigmoid,2.1000000000000005,0.5832290362953693
4,20,Softmax,3.0000000000000013,0.32916145181476847
4,20,Softmax,3.1000000000000014,0.3141426783479349
4,20,Softmax,3.2000000000000015,0.3566958698372966
4,20,Softmax,3.3000000000000016,0.3141426783479349
4,20,Softmax,3.4000000000000017,0.32916145181476847
4,20,Softmax,3.5000000000000018,0.32916145181476847
4,20,Softmax,3.600000000000002,0.3141426783479349
4,20,Softmax,3.700000000000002,0.3141426783479349
4,20,Tanh,2.2000000000000006,0.3141426783479349
4,20,Tanh,2.3000000000000007,0.3867334167709637
4,20,Tanh,2.400000000000001,0.35294117647058826
4,20,Tanh,2.500000000000001,0.3166458072590738
4,20,Tanh,2.600000000000001,0.3354192740926158
4,20,Tanh,2.700000000000001,0.3404255319148936
4,20,Tanh,2.800000000000001,0.3692115143929912
4,20,Tanh,2.9000000000000012,0.35168961201501875
4,21,ReLU,0.6,0.5982478097622027
4,21,ReLU,0.7,0.5456821026282853
4,21,ReLU,0.7999999999999999,0.5344180225281602
4,21,ReLU,0.8999999999999999,0.5732165206508135
4,21,ReLU,0.9999999999999999,0.5819774718397998
4,21,ReLU,1.0999999999999999,0.5431789737171464
4,21,ReLU,1.2,0.6057571964956195
4,21,ReLU,1.3,0.523153942428035
4,21,Sigmoid,1.4000000000000001,0.6307884856070087
4,21,Sigmoid,1.5000000000000002,0.5244055068836045
4,21,Sigmoid,1.6000000000000003,0.3566958698372966
4,21,Sigmoid,1.7000000000000004,0.6107634543178974
4,21,Sigmoid,1.8000000000000005,0.3141426783479349
4,21,Sigmoid,1.9000000000000006,0.6520650813516896
4,21,Sigmoid,2.0000000000000004,0.6345431789737171
4,21,Sigmoid,2.1000000000000005,0.6357947434292867
4,21,Softmax,3.0000000000000013,0.3566958698372966
4,21,Softmax,3.1000000000000014,0.3566958698372966
4,21,Softmax,3.2000000000000015,0.32916145181476847
4,21,Softmax,3.3000000000000016,0.3566958698372966
4,21,Softmax,3.4000000000000017,0.32916145181476847
4,21,Softmax,3.5000000000000018,0.3141426783479349
4,21,Softmax,3.600000000000002,0.3566958698372966
4,21,Softmax,3.700000000000002,0.3141426783479349
4,21,Tanh,2.2000000000000006,0.37797246558197745
4,21,Tanh,2.3000000000000007,0.37546933667083854
4,21,Tanh,2.400000000000001,0.3717146433041302
4,21,Tanh,2.500000000000001,0.3404255319148936
4,21,Tanh,2.600000000000001,0.3579474342928661
4,21,Tanh,2.700000000000001,0.31038798498122655
4,21,Tanh,2.800000000000001,0.3642052565707134
4,21,Tanh,2.9000000000000012,0.3141426783479349
