Number of Hidden Layers, Number of Nodes per Hidden Layer, Activation function, learning rate, accuracy
1,27,Sigmoid,1.3000000000000003,0.6007509386733417
1,27,Sigmoid,1.3500000000000003,0.6082603254067585
1,27,Sigmoid,1.4000000000000004,0.5694618272841051
1,27,Softmax,1.6500000000000006,0.5081351689612015
1,27,Softmax,1.7000000000000006,0.5869837296620776
1,27,Softmax,1.7500000000000007,0.5619524405506884
1,27,Softmax,1.8000000000000007,0.49687108886107634
1,27,Tanh,1.4500000000000004,0.3504380475594493
1,27,Tanh,1.5000000000000004,0.5056320400500626
1,27,Tanh,1.5500000000000005,0.5206508135168961
1,27,Tanh,1.6000000000000005,0.5206508135168961
1,28,ReLU,1.05,0.5632040050062578
1,28,ReLU,1.1,0.5807259073842302
1,28,ReLU,1.1500000000000001,0.5168961201501877
1,28,ReLU,1.2000000000000002,0.5394242803504381
1,28,Sigmoid,1.2500000000000002,0.5456821026282853
1,28,Sigmoid,1.3000000000000003,0.5857321652065082
1,28,Sigmoid,1.3500000000000003,0.5156445556946183
1,28,Sigmoid,1.4000000000000004,0.6007509386733417
1,28,Softmax,1.6500000000000006,0.5256570713391739
1,28,Softmax,1.7000000000000006,0.5506883604505632
1,28,Softmax,1.7500000000000007,0.5306633291614519
1,28,Softmax,1.8000000000000007,0.47434292866082606
1,28,Tanh,1.4500000000000004,0.4755944931163955
1,28,Tanh,1.5000000000000004,0.48936170212765956
1,28,Tanh,1.5500000000000005,0.44180225281602004
1,28,Tanh,1.6000000000000005,0.4618272841051314
1,29,ReLU,1.05,0.590738423028786
1,29,ReLU,1.1,0.5256570713391739
1,29,ReLU,1.1500000000000001,0.5431789737171464
1,29,ReLU,1.2000000000000002,0.5031289111389237
1,29,Sigmoid,1.2500000000000002,0.5757196495619524
1,29,Sigmoid,1.3000000000000003,0.6132665832290363
1,29,Sigmoid,1.3500000000000003,0.5431789737171464
1,29,Sigmoid,1.4000000000000004,0.5456821026282853
1,29,Softmax,1.6500000000000006,0.4355444305381727
1,29,Softmax,1.7000000000000006,0.5181476846057572
1,29,Softmax,1.7500000000000007,0.5294117647058824
1,29,Softmax,1.8000000000000007,0.4956195244055069
1,29,Tanh,1.4500000000000004,0.4568210262828536
1,29,Tanh,1.5000000000000004,0.45807259073842305
1,29,Tanh,1.5500000000000005,0.4856070087609512
1,29,Tanh,1.6000000000000005,0.41551939924906134
1,30,ReLU,1.05,0.5531914893617021
1,30,ReLU,1.1,0.5732165206508135
1,30,ReLU,1.1500000000000001,0.5594493116395495
1,30,ReLU,1.2000000000000002,0.490613266583229
1,30,Sigmoid,1.2500000000000002,0.5969962453066333
1,30,Sigmoid,1.3000000000000003,0.590738423028786
1,30,Sigmoid,1.3500000000000003,0.590738423028786
1,30,Sigmoid,1.4000000000000004,0.5919899874843555
1,30,Softmax,1.6500000000000006,0.5031289111389237
1,30,Softmax,1.7000000000000006,0.5193992490613266
1,30,Softmax,1.7500000000000007,0.523153942428035
1,30,Softmax,1.8000000000000007,0.5369211514392991
1,30,Tanh,1.4500000000000004,0.4292866082603254
1,30,Tanh,1.5000000000000004,0.49687108886107634
1,30,Tanh,1.5500000000000005,0.4981226533166458
1,30,Tanh,1.6000000000000005,0.5068836045056321
1,31,ReLU,1.05,0.5607008760951189
1,31,ReLU,1.1,0.5757196495619524
1,31,ReLU,1.1500000000000001,0.5394242803504381
1,31,ReLU,1.2000000000000002,0.5619524405506884
1,31,Sigmoid,1.2500000000000002,0.6032540675844806
1,31,Sigmoid,1.3000000000000003,0.5919899874843555
1,31,Sigmoid,1.3500000000000003,0.5844806007509387
1,31,Sigmoid,1.4000000000000004,0.5782227784730913
1,31,Softmax,1.6500000000000006,0.5632040050062578
1,31,Softmax,1.7000000000000006,0.5657071339173968
1,31,Softmax,1.7500000000000007,0.5757196495619524
1,31,Softmax,1.8000000000000007,0.541927409261577
1,31,Tanh,1.4500000000000004,0.4881101376720901
1,31,Tanh,1.5000000000000004,0.5331664580725908
1,31,Tanh,1.5500000000000005,0.45807259073842305
1,31,Tanh,1.6000000000000005,0.44430538172715894
1,32,ReLU,1.05,0.5569461827284106
1,32,ReLU,1.1,0.5018773466833542
1,32,ReLU,1.1500000000000001,0.5544430538172715
1,32,ReLU,1.2000000000000002,0.5381727158948686
1,32,Sigmoid,1.2500000000000002,0.5782227784730913
1,32,Sigmoid,1.3000000000000003,0.571964956195244
1,32,Sigmoid,1.3500000000000003,0.5882352941176471
1,32,Sigmoid,1.4000000000000004,0.5444305381727159
1,32,Softmax,1.6500000000000006,0.5106382978723404
1,32,Softmax,1.7000000000000006,0.5406758448060075
1,32,Softmax,1.7500000000000007,0.5819774718397998
1,32,Softmax,1.8000000000000007,0.5406758448060075
1,32,Tanh,1.4500000000000004,0.4806007509386733
1,32,Tanh,1.5000000000000004,0.5006257822277848
1,32,Tanh,1.5500000000000005,0.490613266583229
1,32,Tanh,1.6000000000000005,0.4718397997496871
1,33,ReLU,1.05,0.5481852315394243
1,33,ReLU,1.1,0.5056320400500626
1,33,ReLU,1.1500000000000001,0.571964956195244
1,33,ReLU,1.2000000000000002,0.5168961201501877
1,33,Sigmoid,1.2500000000000002,0.5394242803504381
1,33,Sigmoid,1.3000000000000003,0.574468085106383
1,33,Sigmoid,1.3500000000000003,0.5807259073842302
1,33,Sigmoid,1.4000000000000004,0.5894868585732165
1,33,Softmax,1.6500000000000006,0.5694618272841051
1,33,Softmax,1.7000000000000006,0.5281602002503129
1,33,Softmax,1.7500000000000007,0.5269086357947435
1,33,Softmax,1.8000000000000007,0.5319148936170213
1,33,Tanh,1.4500000000000004,0.46307884856070086
1,33,Tanh,1.5000000000000004,0.47434292866082606
1,33,Tanh,1.5500000000000005,0.4618272841051314
1,33,Tanh,1.6000000000000005,0.46808510638297873
1,34,ReLU,1.05,0.5644555694618273
1,34,ReLU,1.1,0.5431789737171464
1,34,ReLU,1.1500000000000001,0.5018773466833542
1,34,ReLU,1.2000000000000002,0.5607008760951189
1,34,Sigmoid,1.2500000000000002,0.5607008760951189
1,34,Sigmoid,1.3000000000000003,0.5707133917396746
1,34,Sigmoid,1.3500000000000003,0.6220275344180225
1,34,Sigmoid,1.4000000000000004,0.571964956195244
1,34,Softmax,1.6500000000000006,0.5118898623279099
1,34,Softmax,1.7000000000000006,0.523153942428035
1,34,Softmax,1.7500000000000007,0.541927409261577
1,34,Softmax,1.8000000000000007,0.5644555694618273
1,34,Tanh,1.4500000000000004,0.47434292866082606
1,34,Tanh,1.5000000000000004,0.43429286608260326
1,34,Tanh,1.5500000000000005,0.46057571964956195
1,34,Tanh,1.6000000000000005,0.43929912390488113
1,35,ReLU,1.05,0.60450563204005
1,35,ReLU,1.1,0.5469336670838548
1,35,ReLU,1.1500000000000001,0.5106382978723404
1,35,ReLU,1.2000000000000002,0.5707133917396746
1,35,Sigmoid,1.2500000000000002,0.5894868585732165
1,35,Sigmoid,1.3000000000000003,0.5969962453066333
1,35,Sigmoid,1.3500000000000003,0.5957446808510638
1,35,Sigmoid,1.4000000000000004,0.5982478097622027
1,35,Softmax,1.6500000000000006,0.5344180225281602
1,35,Softmax,1.7000000000000006,0.4780976220275344
1,35,Softmax,1.7500000000000007,0.541927409261577
1,35,Softmax,1.8000000000000007,0.5494367959949937
1,35,Tanh,1.4500000000000004,0.409261576971214
1,35,Tanh,1.5000000000000004,0.4793491864831039
1,35,Tanh,1.5500000000000005,0.5469336670838548
1,35,Tanh,1.6000000000000005,0.4568210262828536
1,36,ReLU,1.05,0.5356695869837297
1,36,ReLU,1.1,0.5506883604505632
1,36,ReLU,1.1500000000000001,0.48435544430538174
1,36,ReLU,1.2000000000000002,0.5807259073842302
1,36,Sigmoid,1.2500000000000002,0.574468085106383
1,36,Sigmoid,1.3000000000000003,0.6132665832290363
1,36,Sigmoid,1.3500000000000003,0.5732165206508135
1,36,Sigmoid,1.4000000000000004,0.55819774718398
1,36,Softmax,1.6500000000000006,0.5256570713391739
1,36,Softmax,1.7000000000000006,0.5519399249061326
1,36,Softmax,1.7500000000000007,0.5406758448060075
1,36,Softmax,1.8000000000000007,0.5331664580725908
1,36,Tanh,1.4500000000000004,0.4981226533166458
1,36,Tanh,1.5000000000000004,0.4117647058823529
1,36,Tanh,1.5500000000000005,0.4330413016270338
1,36,Tanh,1.6000000000000005,0.4568210262828536
1,37,ReLU,1.05,0.5306633291614519
1,37,ReLU,1.1,0.5669586983729662
1,37,ReLU,1.1500000000000001,0.5068836045056321
1,37,ReLU,1.2000000000000002,0.5544430538172715
1,37,Sigmoid,1.2500000000000002,0.5932415519399249
1,37,Sigmoid,1.3000000000000003,0.5832290362953693
1,37,Sigmoid,1.3500000000000003,0.6145181476846058
1,37,Sigmoid,1.4000000000000004,0.5494367959949937
1,37,Softmax,1.6500000000000006,0.5294117647058824
1,37,Softmax,1.7000000000000006,0.541927409261577
1,37,Softmax,1.7500000000000007,0.49436795994993743
1,37,Softmax,1.8000000000000007,0.5006257822277848
1,37,Tanh,1.4500000000000004,0.4518147684605757
1,37,Tanh,1.5000000000000004,0.46808510638297873
1,37,Tanh,1.5500000000000005,0.4142678347934919
1,37,Tanh,1.6000000000000005,0.3642052565707134
1,38,ReLU,1.05,0.5682102628285357
1,38,ReLU,1.1,0.5456821026282853
1,38,ReLU,1.1500000000000001,0.47058823529411764
1,38,ReLU,1.2000000000000002,0.4618272841051314
1,38,Sigmoid,1.2500000000000002,0.5632040050062578
1,38,Sigmoid,1.3000000000000003,0.6032540675844806
1,38,Sigmoid,1.3500000000000003,0.5882352941176471
1,38,Sigmoid,1.4000000000000004,0.5919899874843555
1,38,Softmax,1.6500000000000006,0.574468085106383
1,38,Softmax,1.7000000000000006,0.5356695869837297
1,38,Softmax,1.7500000000000007,0.5556946182728411
1,38,Softmax,1.8000000000000007,0.490613266583229
1,38,Tanh,1.4500000000000004,0.4780976220275344
1,38,Tanh,1.5000000000000004,0.4593241551939925
1,38,Tanh,1.5500000000000005,0.425531914893617
1,38,Tanh,1.6000000000000005,0.42052565707133915
1,39,ReLU,1.05,0.574468085106383
1,39,ReLU,1.1,0.5456821026282853
1,39,ReLU,1.1500000000000001,0.541927409261577
1,39,ReLU,1.2000000000000002,0.5106382978723404
1,39,Sigmoid,1.2500000000000002,0.5932415519399249
1,39,Sigmoid,1.3000000000000003,0.5732165206508135
1,39,Sigmoid,1.3500000000000003,0.5569461827284106
1,39,Sigmoid,1.4000000000000004,0.5732165206508135
1,39,Softmax,1.6500000000000006,0.5481852315394243
1,39,Softmax,1.7000000000000006,0.5519399249061326
1,39,Softmax,1.7500000000000007,0.5444305381727159
1,39,Softmax,1.8000000000000007,0.509386733416771
1,39,Tanh,1.4500000000000004,0.46307884856070086
1,39,Tanh,1.5000000000000004,0.409261576971214
1,39,Tanh,1.5500000000000005,0.4780976220275344
1,39,Tanh,1.6000000000000005,0.4668335419274093
2,22,ReLU,1.05,0.6307884856070087
2,22,ReLU,1.1,0.6220275344180225
2,22,ReLU,1.1500000000000001,0.5657071339173968
2,22,ReLU,1.2000000000000002,0.5406758448060075
2,22,Sigmoid,1.2500000000000002,0.6270337922403004
2,22,Sigmoid,1.3000000000000003,0.5619524405506884
2,22,Sigmoid,1.3500000000000003,0.690863579474343
2,22,Sigmoid,1.4000000000000004,0.6470588235294118
2,22,Softmax,1.6500000000000006,0.3854818523153942
2,22,Softmax,1.7000000000000006,0.4793491864831039
2,22,Softmax,1.7500000000000007,0.4518147684605757
2,22,Softmax,1.8000000000000007,0.46808510638297873
2,22,Tanh,1.4500000000000004,0.523153942428035
2,22,Tanh,1.5000000000000004,0.5068836045056321
2,22,Tanh,1.5500000000000005,0.5206508135168961
2,22,Tanh,1.6000000000000005,0.5056320400500626
2,23,ReLU,1.05,0.6508135168961201
2,23,ReLU,1.1,0.5869837296620776
2,23,ReLU,1.1500000000000001,0.5544430538172715
2,23,ReLU,1.2000000000000002,0.6082603254067585
2,23,Sigmoid,1.2500000000000002,0.6332916145181476
2,23,Sigmoid,1.3000000000000003,0.655819774718398
2,23,Sigmoid,1.3500000000000003,0.6470588235294118
2,23,Sigmoid,1.4000000000000004,0.6595744680851063
2,23,Softmax,1.6500000000000006,0.4718397997496871
2,23,Softmax,1.7000000000000006,0.4793491864831039
2,23,Softmax,1.7500000000000007,0.490613266583229
2,23,Softmax,1.8000000000000007,0.4793491864831039
2,23,Tanh,1.4500000000000004,0.5294117647058824
2,23,Tanh,1.5000000000000004,0.5056320400500626
2,23,Tanh,1.5500000000000005,0.5081351689612015
2,23,Tanh,1.6000000000000005,0.49937421777221525
2,24,ReLU,1.05,0.5944931163954944
2,24,ReLU,1.1,0.6120150187734669
2,24,ReLU,1.1500000000000001,0.5406758448060075
2,24,ReLU,1.2000000000000002,0.6182728410513142
2,24,Sigmoid,1.2500000000000002,0.609511889862328
2,24,Sigmoid,1.3000000000000003,0.6608260325406758
2,24,Sigmoid,1.3500000000000003,0.5932415519399249
2,24,Sigmoid,1.4000000000000004,0.6783479349186483
2,24,Softmax,1.6500000000000006,0.4655819774718398
2,24,Softmax,1.7000000000000006,0.49937421777221525
2,24,Softmax,1.7500000000000007,0.49436795994993743
2,24,Softmax,1.8000000000000007,0.4793491864831039
2,24,Tanh,1.4500000000000004,0.5269086357947435
2,24,Tanh,1.5000000000000004,0.5068836045056321
2,24,Tanh,1.5500000000000005,0.5431789737171464
2,24,Tanh,1.6000000000000005,0.5031289111389237
2,25,ReLU,1.05,0.5569461827284106
2,25,ReLU,1.1,0.6007509386733417
2,25,ReLU,1.1500000000000001,0.5982478097622027
2,25,ReLU,1.2000000000000002,0.5594493116395495
2,25,Sigmoid,1.2500000000000002,0.6695869837296621
2,25,Sigmoid,1.3000000000000003,0.6533166458072591
2,25,Sigmoid,1.3500000000000003,0.6783479349186483
2,25,Sigmoid,1.4000000000000004,0.6733416770963705
2,25,Softmax,1.6500000000000006,0.49937421777221525
2,25,Softmax,1.7000000000000006,0.47058823529411764
2,25,Softmax,1.7500000000000007,0.5156445556946183
2,25,Softmax,1.8000000000000007,0.47684605757196497
2,25,Tanh,1.4500000000000004,0.47058823529411764
2,25,Tanh,1.5000000000000004,0.5193992490613266
2,25,Tanh,1.5500000000000005,0.4981226533166458
2,25,Tanh,1.6000000000000005,0.5043804755944932
2,26,ReLU,1.05,0.5707133917396746
2,26,ReLU,1.1,0.6357947434292867
2,26,ReLU,1.1500000000000001,0.5932415519399249
2,26,ReLU,1.2000000000000002,0.609511889862328
2,26,Sigmoid,1.2500000000000002,0.6445556946182729
2,26,Sigmoid,1.3000000000000003,0.6145181476846058
2,26,Sigmoid,1.3500000000000003,0.6270337922403004
2,26,Sigmoid,1.4000000000000004,0.6570713391739674
2,26,Softmax,1.6500000000000006,0.4618272841051314
2,26,Softmax,1.7000000000000006,0.47309136420525655
2,26,Softmax,1.7500000000000007,0.490613266583229
2,26,Softmax,1.8000000000000007,0.4806007509386733
2,26,Tanh,1.4500000000000004,0.49436795994993743
2,26,Tanh,1.5000000000000004,0.5356695869837297
2,26,Tanh,1.5500000000000005,0.48936170212765956
2,26,Tanh,1.6000000000000005,0.4831038798498123
2,27,ReLU,1.05,0.5519399249061326
2,27,ReLU,1.1,0.6007509386733417
2,27,ReLU,1.1500000000000001,0.5919899874843555
2,27,ReLU,1.2000000000000002,0.6120150187734669
2,27,Sigmoid,1.2500000000000002,0.6245306633291614
2,27,Sigmoid,1.3000000000000003,0.6808510638297872
2,27,Sigmoid,1.3500000000000003,0.6320400500625782
2,27,Sigmoid,1.4000000000000004,0.5882352941176471
2,27,Softmax,1.6500000000000006,0.4693366708385482
2,27,Softmax,1.7000000000000006,0.4755944931163955
2,27,Softmax,1.7500000000000007,0.4555694618272841
2,27,Softmax,1.8000000000000007,0.4856070087609512
2,27,Tanh,1.4500000000000004,0.4956195244055069
2,27,Tanh,1.5000000000000004,0.5206508135168961
2,27,Tanh,1.5500000000000005,0.5068836045056321
2,27,Tanh,1.6000000000000005,0.47309136420525655
2,28,ReLU,1.05,0.623279098873592
2,28,ReLU,1.1,0.5594493116395495
2,28,ReLU,1.1500000000000001,0.6082603254067585
2,28,ReLU,1.2000000000000002,0.5331664580725908
2,28,Sigmoid,1.2500000000000002,0.6282853566958698
2,28,Sigmoid,1.3000000000000003,0.6433041301627034
2,28,Sigmoid,1.3500000000000003,0.6770963704630788
2,28,Sigmoid,1.4000000000000004,0.6370463078848561
2,28,Softmax,1.6500000000000006,0.4806007509386733
2,28,Softmax,1.7000000000000006,0.4755944931163955
2,28,Softmax,1.7500000000000007,0.4818523153942428
2,28,Softmax,1.8000000000000007,0.47309136420525655
2,28,Tanh,1.4500000000000004,0.4818523153942428
2,28,Tanh,1.5000000000000004,0.45807259073842305
2,28,Tanh,1.5500000000000005,0.44806007509386736
2,28,Tanh,1.6000000000000005,0.4380475594493116
2,29,ReLU,1.05,0.6220275344180225
2,29,ReLU,1.1,0.6170212765957447
2,29,ReLU,1.1500000000000001,0.5669586983729662
2,29,ReLU,1.2000000000000002,0.5844806007509387
2,29,Sigmoid,1.2500000000000002,0.6783479349186483
2,29,Sigmoid,1.3000000000000003,0.6408010012515645
2,29,Sigmoid,1.3500000000000003,0.6608260325406758
2,29,Sigmoid,1.4000000000000004,0.5819774718397998
2,29,Softmax,1.6500000000000006,0.4668335419274093
2,29,Softmax,1.7000000000000006,0.4755944931163955
2,29,Softmax,1.7500000000000007,0.49687108886107634
2,29,Softmax,1.8000000000000007,0.47434292866082606
2,29,Tanh,1.4500000000000004,0.5031289111389237
2,29,Tanh,1.5000000000000004,0.48685857321652065
2,29,Tanh,1.5500000000000005,0.5193992490613266
2,29,Tanh,1.6000000000000005,0.5181476846057572
2,30,ReLU,1.05,0.623279098873592
2,30,ReLU,1.1,0.5982478097622027
2,30,ReLU,1.1500000000000001,0.574468085106383
2,30,ReLU,1.2000000000000002,0.6220275344180225
2,30,Sigmoid,1.2500000000000002,0.6182728410513142
2,30,Sigmoid,1.3000000000000003,0.690863579474343
2,30,Sigmoid,1.3500000000000003,0.6270337922403004
2,30,Sigmoid,1.4000000000000004,0.690863579474343
2,30,Softmax,1.6500000000000006,0.48435544430538174
2,30,Softmax,1.7000000000000006,0.4780976220275344
2,30,Softmax,1.7500000000000007,0.47058823529411764
2,30,Softmax,1.8000000000000007,0.46808510638297873
2,30,Tanh,1.4500000000000004,0.5319148936170213
2,30,Tanh,1.5000000000000004,0.5131414267834794
2,30,Tanh,1.5500000000000005,0.5081351689612015
2,30,Tanh,1.6000000000000005,0.49436795994993743
2,31,ReLU,1.05,0.6032540675844806
2,31,ReLU,1.1,0.590738423028786
2,31,ReLU,1.1500000000000001,0.6020025031289111
2,31,ReLU,1.2000000000000002,0.6382978723404256
2,31,Sigmoid,1.2500000000000002,0.655819774718398
2,31,Sigmoid,1.3000000000000003,0.55819774718398
2,31,Sigmoid,1.3500000000000003,0.623279098873592
2,31,Sigmoid,1.4000000000000004,0.6670838548185232
2,31,Softmax,1.6500000000000006,0.4693366708385482
2,31,Softmax,1.7000000000000006,0.47058823529411764
2,31,Softmax,1.7500000000000007,0.47309136420525655
2,31,Softmax,1.8000000000000007,0.47058823529411764
2,31,Tanh,1.4500000000000004,0.409261576971214
2,31,Tanh,1.5000000000000004,0.47058823529411764
2,31,Tanh,1.5500000000000005,0.4668335419274093
2,31,Tanh,1.6000000000000005,0.4718397997496871
2,32,ReLU,1.05,0.5707133917396746
2,32,ReLU,1.1,0.60450563204005
2,32,ReLU,1.1500000000000001,0.6207759699624531
2,32,ReLU,1.2000000000000002,0.6220275344180225
2,32,Sigmoid,1.2500000000000002,0.5306633291614519
2,32,Sigmoid,1.3000000000000003,0.6345431789737171
2,32,Sigmoid,1.3500000000000003,0.5594493116395495
2,32,Sigmoid,1.4000000000000004,0.6545682102628285
2,32,Softmax,1.6500000000000006,0.5469336670838548
2,32,Softmax,1.7000000000000006,0.47309136420525655
2,32,Softmax,1.7500000000000007,0.4618272841051314
2,32,Softmax,1.8000000000000007,0.46808510638297873
2,32,Tanh,1.4500000000000004,0.47684605757196497
2,32,Tanh,1.5000000000000004,0.4493116395494368
2,32,Tanh,1.5500000000000005,0.4643304130162703
2,32,Tanh,1.6000000000000005,0.4643304130162703
2,33,ReLU,1.05,0.5531914893617021
2,33,ReLU,1.1,0.5381727158948686
2,33,ReLU,1.1500000000000001,0.609511889862328
2,33,ReLU,1.2000000000000002,0.5319148936170213
2,33,Sigmoid,1.2500000000000002,0.6608260325406758
2,33,Sigmoid,1.3000000000000003,0.6808510638297872
2,33,Sigmoid,1.3500000000000003,0.6695869837296621
2,33,Sigmoid,1.4000000000000004,0.6520650813516896
2,33,Softmax,1.6500000000000006,0.47684605757196497
2,33,Softmax,1.7000000000000006,0.47684605757196497
2,33,Softmax,1.7500000000000007,0.4755944931163955
2,33,Softmax,1.8000000000000007,0.47309136420525655
2,33,Tanh,1.4500000000000004,0.4818523153942428
2,33,Tanh,1.5000000000000004,0.41802252816020025
2,33,Tanh,1.5500000000000005,0.49937421777221525
2,33,Tanh,1.6000000000000005,0.4593241551939925
2,34,ReLU,1.05,0.5882352941176471
2,34,ReLU,1.1,0.5982478097622027
2,34,ReLU,1.1500000000000001,0.5919899874843555
2,34,ReLU,1.2000000000000002,0.6420525657071339
2,34,Sigmoid,1.2500000000000002,0.6570713391739674
2,34,Sigmoid,1.3000000000000003,0.6370463078848561
2,34,Sigmoid,1.3500000000000003,0.6433041301627034
2,34,Sigmoid,1.4000000000000004,0.6458072590738423
2,34,Softmax,1.6500000000000006,0.5156445556946183
2,34,Softmax,1.7000000000000006,0.45807259073842305
2,34,Softmax,1.7500000000000007,0.46808510638297873
2,34,Softmax,1.8000000000000007,0.48936170212765956
2,34,Tanh,1.4500000000000004,0.46057571964956195
2,34,Tanh,1.5000000000000004,0.47684605757196497
2,34,Tanh,1.5500000000000005,0.41051314142678347
2,34,Tanh,1.6000000000000005,0.4668335419274093
2,35,ReLU,1.05,0.6658322903629537
2,35,ReLU,1.1,0.5694618272841051
2,35,ReLU,1.1500000000000001,0.6220275344180225
2,35,ReLU,1.2000000000000002,0.5969962453066333
2,35,Sigmoid,1.2500000000000002,0.6220275344180225
2,35,Sigmoid,1.3000000000000003,0.6608260325406758
2,35,Sigmoid,1.3500000000000003,0.5832290362953693
2,35,Sigmoid,1.4000000000000004,0.6733416770963705
2,35,Softmax,1.6500000000000006,0.4818523153942428
2,35,Softmax,1.7000000000000006,0.47058823529411764
2,35,Softmax,1.7500000000000007,0.4780976220275344
2,35,Softmax,1.8000000000000007,0.4780976220275344
2,35,Tanh,1.4500000000000004,0.47058823529411764
2,35,Tanh,1.5000000000000004,0.45431789737171463
2,35,Tanh,1.5500000000000005,0.4555694618272841
2,35,Tanh,1.6000000000000005,0.47684605757196497
2,36,ReLU,1.05,0.5994993742177722
2,36,ReLU,1.1,0.609511889862328
2,36,ReLU,1.1500000000000001,0.590738423028786
2,36,ReLU,1.2000000000000002,0.5782227784730913
2,36,Sigmoid,1.2500000000000002,0.6508135168961201
2,36,Sigmoid,1.3000000000000003,0.6295369211514393
2,36,Sigmoid,1.3500000000000003,0.6658322903629537
