Features in Use
[1 2 3 4 5 6 7],0.6020025031289111
[1 2 3 4 5 6],0.32040050062578224
[1 2 3 4 5 7],0.30037546933667086
[1 2 3 4 5],0.3241551939924906
[1 2 3 4 6 6],0.3141426783479349
[1 2 3 4 6],0.30287859824780977
[1 2 3 4 7],0.311639549436796
[1 2 3 4],0.35168961201501875
[1 2 3 5 5 6],0.32290362953692114
[1 2 3 5 5],0.3454317897371715
[1 2 3 5 6],0.32916145181476847
[1 2 3 5],0.34167709637046306
[1 2 3 6 6],0.3341677096370463
[1 2 3 6],0.3166458072590738
[1 2 3 7],0.3379224030037547
[1 2 3],0.327909887359199
[1 2 4 4 5 6],0.3454317897371715
[1 2 4 4 5],0.327909887359199
[1 2 4 4 6],0.3341677096370463
[1 2 4 4],0.3166458072590738
[1 2 4 5 5],0.2903629536921151
[1 2 4 5],0.31789737171464333
[1 2 4 6],0.3479349186483104
[1 2 4],0.3304130162703379
[1 2 5 5 5],0.35168961201501875
[1 2 5 5],0.33291614518147683
[1 2 5],0.32665832290362956
[1 2 6 6],0.35168961201501875
[1 2 6],0.32540675844806005
[1 2 7],0.34668335419274093
[1 2],0.31789737171464333
[1 3 3 4 5 6],0.3078848560700876
[1 3 3 4 5],0.3429286608260325
[1 3 3 4 6],0.34668335419274093
[1 3 3 4],0.3078848560700876
[1 3 3 5 5],0.35544430538172717
[1 3 3 5],0.3429286608260325
[1 3 3 6],0.33667083854818525
[1 3 3],0.3379224030037547
[1 3 4 4 5],0.3316645807259074
[1 3 4 4],0.3354192740926158
[1 3 4 5],0.3617021276595745
[1 3 4],0.35544430538172717
[1 3 5 5],0.3341677096370463
[1 3 5],0.3642052565707134
[1 3 6],0.31539424280350437
[1 3],0.32540675844806005
[1 4 4 4 5],0.32540675844806005
[1 4 4 4],0.3479349186483104
[1 4 4 5],0.3404255319148936
[1 4 4],0.3316645807259074
[1 4 5],0.33291614518147683
[1 4],0.311639549436796
[1 5 5 5],0.31289111389236546
[1 5 5],0.3041301627033792
[1 5],0.3354192740926158
[1 6 6],0.3354192740926158
[1 6],0.28410513141426785
[1 7],0.31289111389236546
[1],0.3078848560700876
[2 2 3 4 5 6],0.7171464330413017
[2 2 3 4 5],0.623279098873592
[2 2 3 4 6],0.35294117647058826
[2 2 3 4],0.5469336670838548
[2 2 3 5 5],0.3454317897371715
[2 2 3 5],0.33667083854818525
[2 2 3 6],0.344180225281602
[2 2 3],0.3992490613266583
[2 2 4 4 5],0.3404255319148936
[2 2 4 4],0.33667083854818525
[2 2 4 5],0.28660826032540676
[2 2 4],0.36795994993742176
[2 2 5 5],0.35168961201501875
[2 2 5],0.36295369211514394
[2 2 6],0.31539424280350437
[2 2],0.3879849812265332
[2 3 3 4 5],0.3541927409261577
[2 3 3 4],0.3504380475594493
[2 3 3 5],0.2903629536921151
[2 3 3],0.3191489361702128
[2 3 4 4],0.26533166458072593
[2 3 4],0.3241551939924906
[2 3 5],0.29161451814768463
[2 3],0.360450563204005
[2 4 4 4],0.32040050062578224
[2 4 4],0.34167709637046306
[2 4],0.3591989987484355
[2 5 5],0.3316645807259074
[2 5],0.3379224030037547
[2 6],0.29912390488110135
[2],0.360450563204005
[3 3 3 4 5],0.31038798498122655
[3 3 3 4],0.3979974968710889
[3 3 3 5],0.31539424280350437
[3 3 3],0.3166458072590738
[3 3 4 4],0.29411764705882354
[3 3 4],0.3667083854818523
[3 3 5],0.3053817271589487
[3 3],0.3591989987484355
[3 4 4],0.3404255319148936
[3 4],0.37922403003754696
[3 5],0.3479349186483104
[3],0.32290362953692114
[4 4 4 4],0.3617021276595745
[4 4 4],0.3667083854818523
[4 4],0.3591989987484355
[4],0.33917396745932415
[5 5 5],0.3078848560700876
[5 5],0.3667083854818523
[5],0.33667083854818525
[6 6],0.3717146433041302
[6],0.3429286608260325
[7],0.30037546933667086
